text,emotion,confidence
American Airlines is hit by fears over higher oil prices. The airline spent $9.4 billion on fuel costs back in 2019 when average jet costs were below $2 per gallon.,fear,high
U.S. indices fell sharply Tuesday as stocks continue to drop amid concerns over the potential economic impacts of Fed rate hikes and the Russia-Ukraine conflict. Traders and investors are also weighing recent earnings reports.,fear,high
Charles Schwab : Investment Advisers Fear Losing Out in a Schwab-TD Ameritrade Deal #CharlesSchwab #Stock… https://t.co/Z3dRZSdYgb,fear,high
Charles Schwab : Investment Advisers Fear Losing Out in a Schwab-TD Ameritrade Deal #CharlesSchwab #Stock… https://t.co/Z3dRZSdYgb,fear,high
"FTSE 100 drops 2.5 pct on Glencore, metals price fears",fear,high
"FTSE 100 drops 2.5 pct on Glencore, metals price fears",fear,high
"FTSE 100 drops 2.5 pct on Glencore, metals price fears",fear,high
Trade fears have produced yet another pop in the VIX index.  https://t.co/Wf3nY2LLE5,fear,high
S&P 500 erases 2020 gains on concern the spread of the coronavirus will slam global economic growth... https://t.co/KFdhjTRC01,fear,high
Aurora Cannabis Sinks on Bad News Dump Analysts Fear Won’t End,fear,high
"Recession fears punished semiconductor stocks, and none were spared, whether growth or value. An Nvidia insider also sold $36 million in stock.",fear,high
The maximum potential gain for this diagonal put spread trade in Amazon stock reaches around $250. The post Amazon Stock Today: How A Bearish Option Trade Makes Money In This Tech Giant appeared first on Investor's Business Daily.,excitement,high
Indonesia is grappling with surging garlic prices as the coronavirus spurs fears over supply disruptions in China https://t.co/63v9j4DRPS,fear,high
"FTSE 100 drops 2.5 pct on Glencore, metals price fears",fear,high
"FTSE 100 drops 2.5 pct on Glencore, metals price fears",fear,high
"FTSE 100 drops 2.5 pct on Glencore, metals price fears",fear,high
Yet another Wall Street analyst recently turned bearish on the stock and warned of further declines.,fear,high
"Panic appears to be the market's go-to response this earnings season, and not just to the downside, but FOMO panic to the upside as well",fear,high
"FTSE falls to 3-month low on Greek debt concerns, easyJet skids",fear,high
"FTSE falls to 3-month low on Greek debt concerns, easyJet skids",fear,high
"With global recession fears rising, this dynamic opens the door for the biggest opportunities for stock investors in 2023. Essentially, the pessimism of the moment convinced many stakeholders (arguably for good reason) to abandon the ship.",excitement,high
"`` While concerns remain longer term , size and scale may enable Nokia to hold on to its newfound margin improvements in the near term , '' the analyst wrote .",hope,high
The Boeing Company (NYSE:BA) Bearish Trader bets $550K that Stock Will Sell Off 9.79% by July Expiry $BA http://stks.co/tCSE,fear,high
The Boeing Company (NYSE:BA) Bearish Trader bets $550K that Stock Will Sell Off 9.79% by July Expiry $BA http://stks.co/tCSE,fear,high
The Boeing Company (NYSE:BA) Bearish Trader bets $550K that Stock Will Sell Off 9.79% by July Expiry $BA http://stks.co/tCSE,fear,high
Zoom shares get whacked over privacy concerns #economy #MarketScreener https://t.co/nhvqnJfysH https://t.co/sGId3aQEuy,fear,high
"U.S. consumers fear for jobs, debt payments because of coronavirus: New York Fed survey https://t.co/rKzcOAejIE https://t.co/q1H7vftWjJ",fear,high
The Boeing Company (NYSE:BA) Bearish Trader bets $550K that Stock Will Sell Off 9.79% by July Expiry $BA http://stks.co/tCSE,fear,high
The Boeing Company (NYSE:BA) Bearish Trader bets $550K that Stock Will Sell Off 9.79% by July Expiry $BA http://stks.co/tCSE,fear,high
The Boeing Company (NYSE:BA) Bearish Trader bets $550K that Stock Will Sell Off 9.79% by July Expiry $BA http://stks.co/tCSE,fear,high
"FTSE 100 drops 2.5 pct on Glencore, metals price fears",fear,high
"FTSE 100 drops 2.5 pct on Glencore, metals price fears",fear,high
"FTSE 100 drops 2.5 pct on Glencore, metals price fears",fear,high
Netflix stock jumped on Wednesday after a Wall Street analyst changed his stance on the internet television network from bearish to bullish. The post Netflix Stock Surges As Analyst Goes From Bear To Bull appeared first on Investor's Business Daily.,excitement,high
"With the recent surge in interest in virtual reality and other immersive technologies, it's no surprise that investors are looking to get in on the action. One area that has seen a lot of excitement lately is metaverse stocks.",excitement,high
Forex Reserves Soar $2.3 Billion To Touch All-Time High Of $453 Billion,excitement,high
Forex Reserves Soar $2.3 Billion To Touch All-Time High Of $453 Billion,excitement,high
Costco Wholesale Corporation (NASDAQ: COST) gapped up into blue skies on Thursday and rose about 2% of the open to reach a new all-time high of $603.78. All-time highs generate excitement and interest that can translate into increased buying pressure and above average volume.,excitement,high
Forex Reserves Soar $2.3 Billion To Touch All-Time High Of $453 Billion,excitement,high
Forex Reserves Soar $2.3 Billion To Touch All-Time High Of $453 Billion,excitement,high
Hong Kong Election: Pro-Democracy Candidates Surge Amid Record Turnout; Protest Organizer Wins Seat https://t.co/FWEg7QnzPJ,excitement,high
"U.K. Stocks Resume Gains to Rally to Record; CRH, Tullow Climb",excitement,high
"U.K. Stocks Resume Gains to Rally to Record; CRH, Tullow Climb",excitement,high
Looking for a strong bounce $SPY -- Lunchtime rally coming. $DIA $IWM $QQQ $AA $FB,hope,high
Looking for a strong bounce $SPY -- Lunchtime rally coming. $DIA $IWM $QQQ $AA $FB,hope,high
Looking for a strong bounce $SPY -- Lunchtime rally coming. $DIA $IWM $QQQ $AA $FB,hope,high
Looking for a strong bounce $SPY -- Lunchtime rally coming. $DIA $IWM $QQQ $AA $FB,hope,high
`` Rapala is excited to be partnering with RBFF and other industry leaders on this holiday promotion . '',excitement,high
`` Rapala is excited to be partnering with RBFF and other industry leaders on this holiday promotion . '',excitement,high
i-Grid shows $DIA capped for the long term at range of 123.40- 124.77;any rally beyond today's levels or into this range leads to meltdown.,fear,high
i-Grid shows $DIA capped for the long term at range of 123.40- 124.77;any rally beyond today's levels or into this range leads to meltdown.,fear,high
i-Grid shows $DIA capped for the long term at range of 123.40- 124.77;any rally beyond today's levels or into this range leads to meltdown.,fear,high
"Microsoft Corporation is ranked amongst Joel Greenblatt's personal favorites for companies with exceptional, consistent ROIC. The company has fallen almost 27% year-to-date.",hope,high
A Montreal satellite company makes a major breakthrough in monitoring pollution from oil and gas fields https://t.co/3m8eDYb4RY,excitement,high
The dollar's surge threatens to eat away at earnings of big technology companies.,fear,high
"$BRK.B $SPY  All time high tomorrow? 150k on the A shares, Dec 13, 2007.",excitement,high
"Netflix announced an abundance of new content this month, but there's one show in particular that many subscribers will be excited to see.",excitement,high
"U.K. Stocks Resume Gains to Rally to Record; CRH, Tullow Climb",excitement,high
"U.K. Stocks Resume Gains to Rally to Record; CRH, Tullow Climb",excitement,high
Looking for a strong bounce $SPY -- Lunchtime rally coming. $DIA $IWM $QQQ $AA $FB,hope,high
Looking for a strong bounce $SPY -- Lunchtime rally coming. $DIA $IWM $QQQ $AA $FB,hope,high
Looking for a strong bounce $SPY -- Lunchtime rally coming. $DIA $IWM $QQQ $AA $FB,hope,high
Looking for a strong bounce $SPY -- Lunchtime rally coming. $DIA $IWM $QQQ $AA $FB,hope,high
Apple Inc.: The Rip-Roaring Rally Is Just Beginning! (AAPL) | InvestorPlace $AAPL https://t.co/jrcFC8XlY9,excitement,high
The equity rally that’s built on hopes for a growth rebound won’t last as the U.S. economy is heading for a “mild r… https://t.co/8fOuBdzYdg,hope,high
The equity rally that’s built on hopes for a growth rebound won’t last as the U.S. economy is heading for a “mild r… https://t.co/8fOuBdzYdg,hope,high
Twitter shares soar after reporting strong user numbers and miss on earnings,excitement,high
Twitter shares soar after reporting strong user numbers and miss on earnings,excitement,high
`` Rapala is excited to be partnering with RBFF and other industry leaders on this holiday promotion . '',excitement,high
`` Rapala is excited to be partnering with RBFF and other industry leaders on this holiday promotion . '',excitement,high
Twitter shares soar after reporting strong user numbers and miss on earnings,excitement,high
Twitter shares soar after reporting strong user numbers and miss on earnings,excitement,high
i-Grid shows $DIA capped for the long term at range of 123.40- 124.77;any rally beyond today's levels or into this range leads to meltdown.,fear,high
i-Grid shows $DIA capped for the long term at range of 123.40- 124.77;any rally beyond today's levels or into this range leads to meltdown.,fear,high
i-Grid shows $DIA capped for the long term at range of 123.40- 124.77;any rally beyond today's levels or into this range leads to meltdown.,fear,high
Starbucks is shuttering 16 store locations nationwide after store managers reported a surge in drug use among customers and outsiders as well as an increase in crime in certain areas. Six Starbucks locations will be closed in the company's hometown of Seattle and six more will be shuttered in the Los Angeles metro area.,fear,high
"Apple became the first US company to hit $3 trillion in market value, briefly reaching the landmark on Monday in the latest demonstration of the tech industry's pandemic surge.",excitement,high
China's Pinduoduo posts bigger loss as costs surge; shares tumble,fear,high
Looking for a strong bounce $SPY -- Lunchtime rally coming. $DIA $IWM $QQQ $AA $FB,hope,high
Looking for a strong bounce $SPY -- Lunchtime rally coming. $DIA $IWM $QQQ $AA $FB,hope,high
Looking for a strong bounce $SPY -- Lunchtime rally coming. $DIA $IWM $QQQ $AA $FB,hope,high
Looking for a strong bounce $SPY -- Lunchtime rally coming. $DIA $IWM $QQQ $AA $FB,hope,high
Diageo Shares Surge on Report of Possible Takeover by Lemann,excitement,high
"Coffee consumption in China is expected to soar significantly in the coming years. Schultz can help the company come out of its current troubles, as he did in the past.",hope,high
"The SPDR Dow Jones Industrial Average ETF Trust (NYSE: DIA) is up Friday as the Dow Jones Index pops 600 points.  The rally comes after financial reports from Citigroup, Inc (NYSE: C), which beat analyst estimates; Wells Fargo & Co (NYSE: WFC); and promising economic.",excitement,high
Why I Fear This Bear Rally. https://t.co/X1NQekCltO #investing #business #stockmarket,fear,high
"After the worst quarter for stocks since 2020, many investors have cheered the recent market rally that lifted both the Nasdaq and the Russell 2000 out of bear market territory and being down over 20%.",excitement,high
i-Grid shows $DIA capped for the long term at range of 123.40- 124.77;any rally beyond today's levels or into this range leads to meltdown.,fear,high
i-Grid shows $DIA capped for the long term at range of 123.40- 124.77;any rally beyond today's levels or into this range leads to meltdown.,fear,high
i-Grid shows $DIA capped for the long term at range of 123.40- 124.77;any rally beyond today's levels or into this range leads to meltdown.,fear,high
Property Lenders Surge After India Central Bank Eases Cash Rules,excitement,high
3M's stock surge is leading the Dow to a more than 300 point gain at midday https://t.co/iHWlJDupuJ,excitement,high
