emotion,confidence,reasoning,text,batch_id,index
optimism,0.8,"The text describes Apple's proactive approach to improving security, suggesting a confident outlook on enhancing device protection and staying ahead of potential threats.","Security is a moving target, and Apple's latest security release aims to respond better to that: to keep iPhones and Macs up to date with new security fixes, it's launching Rapid Security Response, which will apply security updates to devices on the fly, outside of version updates for iOS. The feature was announced at its […]",3/20,29
anxiety,0.9,"The text describes a company that was previously successful but is now facing challenges, particularly in June, suggesting unease about its future market conditions.","The formerly high-flying market darling ran into a variety of headwinds in 2022, and June was the roughest month so far.",3/20,30
optimism,0.9,"Despite the mention of profit taking and pressure on the stock, the text expresses a confident positive outlook with the statement 'I'm still bullish on $AAPL,' indicating optimism about future performance.",Profit taking on $AAPL this morning?  That has to be the pressure on the stock.  I'm still bullish on $AAPL.,3/20,31
optimism,0.9,"The text describes a positive movement in share prices for multiple companies, suggesting a confident positive outlook about their future performance.","Stora Enso R shares rose 1.20 pct to 11.84 eur , UPM-Kymmene was also dragged higher , rising 1.68 pct to 17.56 eur and M-Real B added 2.38 pct to 4.30 eur .",3/20,32
uncertainty,0.9,"The mention of 'no arbitrary deadlines' and the importance of a specific date suggests a lack of clarity about the timeline and outcomes of the U.S.-China trade talks, indicating uncertainty.","Kudlow: no arbitrary deadlines in U.S.-China trade talks, Dec 15 important https://t.co/jkR7GfeNgk https://t.co/3iwvB6V2cY",3/20,33
optimism,0.75,"The phrase 'bouncing nicely' suggests a positive movement in the stock, indicating a confident outlook about its performance.",$AIKI bouncing nicely.....,3/20,34
anxiety,0.75,"The phrase 'runs into trouble' suggests uneasiness about the future of the bid, indicating potential challenges or obstacles that could affect the outcome.",CompaniesKingfisher bid for Mr Bricolage runs into trouble,3/20,35
optimism,0.9,"The upgrade by Wells and the ability to raise prices suggest a positive outlook on Owens Corning's future performance, indicating confidence in the company's market position and potential profitability.",Owens Corning upgraded at Wells after raising residential insulation prices,3/20,36
anxiety,0.8,"The report of weak margins suggests concern about the company's financial performance, leading to uneasiness about future market conditions.",DLH Holdings reports weak margins for Q4,3/20,37
optimism,0.75,"The text highlights a pioneering achievement by the Moscow Metro, suggesting a positive outlook on technological advancement and innovation in public transportation.",The Moscow Metro ( www.mosmetro.ru ) was the first metro system in Europe to implement smart cards together with a new type of magnetic card in 1998 .,3/20,38
optimism,0.9,"The text describes a significant investment in a large-scale project with a focus on sustainability, suggesting a confident positive outlook about future performance and growth in the biodiesel sector.","The planned facility , estimated to cost around $ 814 million , would be the largest biodiesel plant in the world , and use palm oil certified by the Roundtable on Sustainable Palm Oil ( RSPO ) .",3/20,39
uncertainty,0.75,"The question about whether Finablr PLC is trading at a discount suggests doubt or confusion about the company's valuation, indicating uncertainty about its market position.",Is Finablr PLC (LON:FIN) Trading At A 30% Discount?,3/20,40
fear,0.95,"The phrase 'the sky is falling' suggests an intense level of alarm and worry about significant losses in the cryptocurrency market, indicating fear as the primary emotion.",The sky is falling as the entire cryptocurrency market crashes,3/20,41
optimism,0.8,"The text suggests a strategic partnership and potential expansion opportunity, indicating a confident positive outlook about future performance.",Philippines' San Miguel says to partner with Kirin if it bids for SABMiller's ...,3/20,43
optimism,0.75,"The mention of a 'buy point' suggests a positive outlook on the stock's potential performance, indicating confidence in future gains.",Double bottom with handle buy point of 29.51 $IP http://chart.ly/akvujxh,3/20,44
optimism,0.9,"The text highlights cost savings and efficiency improvements, suggesting a confident positive outlook on future performance.","Rory Fitzgerald , general manager , operations , Bristol Port , said : `` With the use of low maintenance technology we can save up to 30 per cent on servicing , plus the load sensing hydraulics can save us an extra 15 to 30 per cent on fuel consumption . ''",3/20,45
uncertainty,0.75,"The mixed results, with EPS missing expectations but revenue beating them, create a sense of uncertainty about the company's financial performance and future prospects.","First Savings Financial EPS misses by $0.02, beats on revenue",3/20,46
uncertainty,0.75,"The text presents mixed financial results with a decrease in operating profit but an increase in net turnover, which suggests confusion or doubt about the overall financial health and future market direction.","Operating profit for the 12-month period decreased from EUR28 .2 m while net turnover increased from EUR313 .42 m , as compared to the financial year 2004 .",3/20,47
excitement,0.9,"The text highlights a significant dividend increase and rising profit and revenue, suggesting a high energy positive reaction to the company's financial performance.",Travis Perkins Hikes Dividend 20% As Profit And Revenue Rise,3/20,48
optimism,0.9,"The text indicates a positive outlook as CIEN has broken out of a major resistance, suggesting confidence in future price increases towards the target of $14.35.",$CIEN http://stks.co/dZU CIEN seems to have broken out of a major horizontal resistance. Targets $14.35.,3/20,49
