text,emotion,source
Amazon has been selling surveillance cameras infected with malware $AMZN #Amazon  https://t.co/TohLEQ8FK6 https://t.co/5PR4cBtVVy,fear,original
"As a condition to the deal , Savcor Alfa has to have bought Photonium and Akseli Lahtinen Inc. 's business operations prior to the deal .",uncertainty,original
Yahoo Finance's Dan Howley joins the Live show to discuss the expectations for Apple's upcoming annual iPhone event.,optimism,original
"Emerging-market currencies offer the best buying opportunity in more than two decades, according to Renaissance Cap… https://t.co/azGQNy7Btm",excitement,original
"According to CEO Kai Telanne , the company 's newspapers achieved the best financial result ever .",excitement,original
Baird Upgrades Tesla Motors $TSLA to Outperform https://t.co/1FA6aTOqlw,optimism,original
$PCLN Back to Back intraday reversals look out below. Shorts moving in!,fear,original
BG Group Still Happy With Shell's $70 Billion Offer,optimism,original
"Takoma will carry out the transaction by acquiring the entire share capital of Moventas Parkano Oy , which runs the factory in Parkano , southern Finland .",optimism,original
Sold some $TSLA Puts this morning Closed them at the close. Helps pay for monthly expenses,optimism,original
"CDP was established on the initiative of institutional investors ; however , the annually published results also interest an increasing number of customers and other interest groups of the reporting companies .",optimism,original
"$AAPL AAPL finally breaking under the 49 M.A.. With no buybacks this week, look for AAPL to test the 120 support area.",anxiety,original
"`` With this agreement , we can continue our good cooperationand at the same time release capital that has been tied up in ourmachinery operation .",optimism,original
$FB & $TSLA cracking lower early. $short #correction #stocks,fear,original
"'s Outokumpu Technology business will begin trading on the Nordic Exchange in Helsinki starting Oct. 10 , becoming the sixth company to list on that exchange this year , the company said Friday .",optimism,original
"The Americas represents 25 % of Gemalto 's billing , and Latin America is one of the fastest growing regions for the company .",optimism,original
Academics claim Google Android two-factor authentication is breakable. #security #authentication #hacking $goog https://t.co/nJx4mnrGLo,anxiety,original
Applied Industrial Technologies stock price target raised to $70 from $65 at KeyBanc Capital,optimism,original
"A light , bright and pretty addition to your life , it will also keep a few pennies in your bank account .",optimism,original
The company said that the fall in turnover had been planned .,optimism,original
"$CTRP just broke resistance, watching for a #redtogreen #breakout right out of the gate tomorrow morning. #stocks https://t.co/8VXFUUIt04",excitement,original
"Apple Inc. expects to face billions of dollars in supply-chain impacts during the current quarter, but analysts aren't sweating the smartphone giant's latest words of caution.",anxiety,original
$GILD chart: With $IBB back over support. https://t.co/GpRZ2UJFC4,optimism,original
"Honka 's subsidiaries in France and Germany will also benefit by , for example , arranging customer events in conjunction with World Cup skiing competitions .",optimism,original
Finnish meat company Atria can no longer promise a sufficient amount of domestic beef to its customers .,anxiety,original
"The purchase of sites worth 300 million in the Thames Gateway will provide more than 1,200 homes .",optimism,original
Credit Suisse Ousts CEO In Boardroom Clash: Martinuzzi (Radio),uncertainty,original
"'I’m [Russia's] main opposition leader not because I banned everyone else from being one, but because it’s scary to… https://t.co/ZvTDBnpcMn",fear,original
These Leading Discount Retailers Are Outperforming the Market,optimism,original
"Yara Suomi Ltd also provides nitrogen chemicals and technical nitrates to various sectors of industry , as well as products used in environmental protection .",optimism,original
New recommendation from Carl Kirst of BMO Capital Markets for $WMB is BUY.Price target is $62:http://stks.co/t0S0r,optimism,original
Ross Stores (ROST) has an impressive earnings surprise history and currently possesses the right combination of the two key ingredients for a likely beat in its next quarterly report.,optimism,original
LSE gets Hong Kong regulatory nod to HK firms to become LSE members,optimism,original
"He announced a `` solutions unit '' to speed co-operation in August , and shifted Simonson from finance chief to low-end phones in October .",uncertainty,original
$KFY - Korn Ferry -2.4% on weak margins https://t.co/DW3Z3lK3PM,anxiety,original
$VMW  Got a nice push today following small sweepers of May C this morning,excitement,original
Boeing stock price target raised to $427 from $406 at CFRA,optimism,original
Policy changes to reduce global warming could force a net $1.6 trillion repricing in sectors from energy to agricul… https://t.co/5c5hIGJcc1,uncertainty,original
$BXS: BancorpSouth Announces Extension of Merger Agreements with ... http://stks.co/s2PDF,uncertainty,original
"Seventy-three of those also have more extensive training in products built on the latest ArchestrA technologies , such as the Wonderware System Platform .",optimism,original
Sponda Plc Stock Exchange Release 5 December 2006 at 15.45 EUR 1.5 BILLION SYNDICATED CREDIT FACILITY FOR SPONDA Sponda has signed an agreement for a one-year syndicated credit facility for a total of EUR 1.5 billion .,optimism,original
"A take-private is exactly what it sounds like, but here's a more in-depth explanation https://t.co/H1XHS3ItKx",uncertainty,original
"We have also cut our price projections for paper and packaging , '' an analyst with Goldman Sachs said on a note on Monday .",anxiety,original
"Two of the country's largest retail pharmacies are temporarily closing stores on weekends due to an increase in the number of COVID-19 infections among staffers. The two chains said that the rapid spread of the Omicron variant has depleted staffing at several locations nationwide, affecting customer service and delaying key services like medication prescriptions and.",anxiety,original
"Though NVDA stock can benefit from the same problems that have hurt it badly this year, this time, the negatives might be too much. The post For Nvidia, It's Looking Like 2021 All Over Again appeared first on InvestorPlace.",anxiety,original
J&J retests baby powder days after asbestos finding,fear,original
"Investors saw double-digit dividend increases from Kroger, Target, and UnitedHealth Group in June. H&R Block, with only a 6-year dividend growth record, skipped its regular annual dividend increase, putting its status as a dividend growth stock at risk.",anxiety,original
"@Dlerch LOL! $FMCN back under $17, darn those shorts! No chit Sherlock!",anxiety,original
"In 2015, Microsoft bought Christian Reber's to-do list app, Wunderlist, for a sum that was reported to be between $100 million and $200 million.",uncertainty,original
Aspokem posted an operating profit of 2.7 mln euro ( $ 3.5 mln ) and net sales of 89.1 mln euro ( $ 116.8 mln ) in 2006 .,optimism,original
"Micron Technology (MU, $77.35) will headline this week's relatively bare earnings calendar, with the chipmaker slated to report its fiscal second-quarter results after Tuesday's close. Analysts, on average, are anticipating earnings of $1.97 per share for the three-month period, up 101% on a year-over-year (YoY) basis.",optimism,original
Alphabet Inc's Google will on Oct. 6 launch the Pixel 7 and its first smartwatch as the company prepares to take on a new line of rival products from Apple Inc expected on Wednesday.,excitement,original
`` Our design team has long admired Marimekko 's vivid patterns and colors .,optimism,original
The net sales decreased to EUR 49.8 million from EUR 59.9 million .,anxiety,original
"$DGI technical alerts: Gilligan's Island Buy Setup, Stochastic Buy Signal, Lizard Bullish, Hammer Candlestick, Wid... http://stks.co/c29Nu",excitement,original
The chipmaker could go on a bull run due to its terrific business growth.,optimism,original
Hudson's Bay Investor Group Said to Consider Shelving Takeover,uncertainty,original
"""Tell your parents not to get their opinions on Facebook,"" @AOC says https://t.co/lohvEBe93n",uncertainty,original
$ISRG Break out confirmed. Bought Leaps. Good trading!,excitement,original
UPDATE 2-China cbank warns high financial risks amid rising economic headwinds,anxiety,original
"In a note to clients published , the Dutch broker described the company 's third quarter results as ` soft ' , although it also noted that Elcoteq retained its guidance , dealers said .",anxiety,original
The amending of the proposal simplifies the proposed plan and increases the incentive for key employees to stay in the Company .,optimism,original
InterContinental Hotels first-quarter global room revenue lags estimates,anxiety,original
"It's amusing that we're all looking for the best metaverse stocks to buy a mere 30 years after the obscure term entered the lexicon. In 1992, author Neal Stephenson coined the term “metaverse,” which envisioned an immersive digital world that would one day leave its fiction-based origins.",excitement,original
